service_id,nom,description,type,university_id,date_creation
294,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,55,2017-02-19
295,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Doctorat,28,2024-05-22
296,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,License,22,1981-01-28
297,Ingénierie Environnementale,Formation en conception et gestion des systèmes électroniques,License,19,1990-12-04
298,Génie Industriel,Formation en développement logiciel et systèmes informatiques,Doctorat,53,2017-03-19
299,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,10,2024-07-16
300,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,100,2019-07-15
301,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,65,2012-11-06
302,Télécommunications,Formation en conception et gestion des systèmes électroniques,License,15,2005-11-22
303,Génie Civil,Formation en conception et gestion de structures civiles,Master,58,1993-09-23
304,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",License,30,2020-02-08
305,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,20,2015-08-18
306,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,38,1991-02-20
307,Ingénierie des Systèmes,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,52,2007-07-27
308,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,58,2008-02-23
309,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Master,30,2015-07-18
310,Mécanique,Formation en développement logiciel et systèmes informatiques,Master,85,1983-03-04
311,Architecture,Formation en développement logiciel et systèmes informatiques,Master,92,2001-11-15
312,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,41,2006-10-09
313,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,Master,5,1975-08-31
314,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,83,1998-07-17
315,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,License,23,1986-11-14
316,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,25,1984-02-08
317,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,81,2024-10-22
318,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,62,1993-12-31
319,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,License,98,2003-08-15
320,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,9,2019-09-03
321,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,73,2019-07-27
322,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",Master,57,2024-06-10
323,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,85,1979-12-02
324,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,47,1996-05-25
325,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,78,2019-08-13
326,Architecture,Formation sur la gestion et l'amélioration des processus industriels,Master,97,2002-07-15
327,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,12,1977-05-27
328,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,50,1977-11-05
329,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,2,2017-06-17
330,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,99,1977-02-25
331,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Doctorat,19,2024-11-08
332,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,Master,95,1993-06-22
333,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,49,2011-12-11
334,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,26,2004-05-26
335,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,81,2010-02-06
336,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,78,2009-05-29
337,Télécommunications,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,86,1992-10-15
338,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,93,2003-03-12
339,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,26,2001-05-08
340,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Master,99,2021-09-20
341,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,54,2006-09-21
342,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,46,1980-01-01
343,Architecture,Formation en conception et gestion de structures civiles,License,42,2017-06-05
344,Ingénierie Environnementale,Formation en conception et gestion des systèmes électroniques,Master,25,1980-05-23
345,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,38,2006-10-16
346,Architecture,Formation sur la gestion et l'amélioration des processus industriels,License,62,2019-03-19
347,Génie Civil,Formation en conception et gestion de structures civiles,Master,35,1984-05-23
348,Mécanique,Formation en développement logiciel et systèmes informatiques,Doctorat,47,2018-06-15
349,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,73,1986-08-26
350,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,46,1995-08-03
351,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,21,2013-03-25
352,Mécanique,"Formation en conception, fabrication et maintenance de machines",Master,63,1983-07-16
353,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,73,1979-05-12
354,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,License,43,2013-11-12
355,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,74,2009-07-31
356,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,52,1980-11-07
357,Architecture,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,28,2010-12-06
358,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,57,1999-05-15
359,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,95,2020-04-08
360,Informatique,Formation en conception et gestion des systèmes électroniques,License,48,1994-11-29
361,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,57,1981-06-04
362,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,License,3,1984-03-02
363,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Master,66,2008-09-22
364,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,80,1981-05-26
365,Télécommunications,Formation en conception et gestion de structures civiles,License,26,1975-06-23
366,Ingénierie des Systèmes,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,90,2019-07-02
367,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Master,81,1992-04-22
368,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,25,1981-10-29
369,Ingénierie des Systèmes,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,93,2024-10-20
370,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,9,1996-09-03
371,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Master,47,2024-10-05
372,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,24,2013-10-25
373,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,62,2023-06-14
374,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Master,70,2016-08-24
